#,Principle Name,SCF Data Privacy Management Principle (SCF-DPMP) Description,SCF Control,SCF #,"Secure Controls Framework (SCF)
Control Description","AICPA
TSC 2017:2022 (used for SOC 2)","APEC
Privacy Framework
2015",GAPP,"ISO
27701 
2025","ISO
29100
2024","NIST Privacy Framework
1.0","NIST
800-53
R5","NIST
800-53B R5
(privacy)","NIST
CSF
2.0","OECD
Privacy Principles","US
Data Privacy Framework (DPF)","US
FIPPS","US
HIPAA Administrative Simplification
2013","US - AK
PIPA","US - CA
CCPA
2025","US - CO
Colorado Privacy Act","US - IL
BIPA","US - IL
IPA","US - IL
PIPA","US - NV
SB220","US - OR
CPA","US - TN
Tennessee Information Protection Act ","US - TX
BC521","US - VA
CDPA
2025","US - VT
Act 171 of 2018","EMEA
EU
GDPR","EMEA
Saudi Arabia
Personal Data Protection Law (PDPL)","APAC
Australia
Privacy Act","APAC
Australian Privacy Principles","APAC
India
DPDPA 2023","APAC
New Zealand Privacy Act of 2020","Americas
Canada
PIPEDA"
,,,Risk Monitoring,RSK-11,"Mechanisms exist to ensure risk monitoring as an integral part of the continuous monitoring strategy that includes monitoring the effectiveness of cybersecurity and data protection controls, compliance and change management.",,,,,,,CA-7(4),CA-7(4),,,,,,,,,,,,,,,,,,,,,,,,
9.4,Risk Response,"Responses to identified risks are appropriately identified, categorized and prioritized.",Risk Response,RSK-06.1,"Mechanisms exist to respond to findings from cybersecurity and data protection assessments, incidents and audits to ensure proper remediation has been performed.",CC3.2-POF5,,,6.1.3,,"ID.DE-P1
ID.RA-P5",RA-7,RA-7,"GV.RM-04
ID.RA-05
ID.RA-06",,,,,,,,,,,,,,,,,,,,,,,
9.5,Data Protection Impact Assessment (DPIA),Utilize Data Protection Impact Assessments (DPIAs) to effectively identify and reduce data privacy risks to an acceptable level.,Data Protection Impact Assessment (DPIA) ,RSK-10,"Mechanisms exist to conduct a Data Protection Impact Assessment (DPIA) on Technology Assets, Applications and/or Services (TAAS) that store, process and/or transmit Personal Data (PD) to identify and remediate reasonably-expected risks.","CC3.2
CC5.2
PI1.1",,"1.2.4
4.2.3","6.1.2
6.1.2(a)
6.1.2(a)(1)
6.1.2(a)(2)
6.1.2(b)
6.1.2(c)
6.1.2(c)(1)
6.1.2(c)(2)
6.1.2(d)
6.1.2(d)(1)
6.1.2(d)(2)
6.1.2(d)(3)
6.1.2(e)
6.1.2(e)(1)
6.1.2(e)(2)
8.2",,"ID.IM-P7
ID.RA-P1
ID.RA-P2
ID.RA-P3
ID.RA-P4
ID.RA-P5
ID.DE-P2
ID.DE-P3
GV.PO-P6
GV.MT-P1
GV.MT-P4
GV.MT-P5",RA-8,RA-8,,,,,,,"7152(a)
7152(a)
7152(a)(1)
7152(a)(2)
7152(a)(3)
7152(a)(3)(A)
7152(a)(3)(B)
7152(a)(3)(C)
7152(a)(3)(D)
7152(a)(3)(E)
7152(a)(3)(F)
7152(a)(3)(G)
7152(a)(3)(G)(i)
7152(a)(3)(G)(ii)
7152(a)(4)
7152(a)(5)
7152(a)(5)(A)
7152(a)(5)(B)
7152(a)(5)(C)
7152(a)(5)(D)
7152(a)(5)(E)
7152(a)(5)(F)
7152(a)(5)(G)
7152(a)(5)(H)
7152(a)(6)
7152(a)(6)(A)
7152(a)(6)(A)(i)
7152(a)(6)(A)(ii)
7152(a)(6)(A)(iii)
7152(a)(6)(A)(iv)
7152(a)(7)
7152(a)(8)
7152(a)(9)
7154(a)
7155(a)
7156(a)
7156(b)","6-1-1305(2)(c)
6-1-1305(4)
6-1-1309(1)
6-1-1309(2)
6-1-1309(2)(a)
6-1-1309(2)(a)(I)
6-1-1309(2)(a)(II)
6-1-1309(2)(a)(III)
6-1-1309(2)(a)(IV)
6-1-1309(2)(b)
6-1-1309(2)(c)
6-1-1309(3)
6-1-1309(4)
6-1-1309(5)
6-1-1309(6)",,,,,"6(1)(c)
8(1)(a)
8(1)(c)
8(2)","47-18-3206(a)
47-18-3206(a)(1)
47-18-3206(a)(2)
47-18-3206(a)(3)
47-18-3206(a)(3)(A)
47-18-3206(a)(3)(B)
47-18-3206(a)(3)(C)
47-18-3206(a)(3)(D)
47-18-3206(a)(4)
47-18-3206(a)(5)
47-18-3206(b)
47-18-3206(c)
47-18-3206(d)
47-18-3206(e)
47-18-3206(f)",,"59.1-580.A
59.1-580.A.1
59.1-580.A.2
59.1-580.A.3
59.1-580.A.4
59.1-580.A.5
59.1-580.B
59.1-580.C
59.1-580.D
59.1-580.E
59.1-580.F
59.1-580.G",,"35.1
35.11
35.3(a)
35.3(b)
35.3(c)
35.7(a)
35.7(b)
35.7(c)
35.7(d)
35.8
35.9
36.1",22,,,10(2)(c)(i),,
10,Third-Party Management,"Provide data privacy oversight of third-parties with access to personal data, so that only trusted third-parties are contracted with.",Third-Party Management ,TPM-01,Mechanisms exist to facilitate the implementation of third-party management controls.,"CC1.1-POF5
CC1.4-POF2
CC1.4-POF3
CC2.3-POF10
CC2.3-POF12
CC2.3-POF9
CC3.3
CC3.4-POF5
CC9.1
CC9.2
CC9.2-POF1
CC9.2-POF10
CC9.2-POF11
CC9.2-POF12
CC9.2-POF2
CC9.2-POF3
CC9.2-POF4
CC9.2-POF5
CC9.2-POF6
CC9.2-POF7
CC9.2-POF8
CC9.2-POF9",,,6.1.3(h),,GV.PO-P4,"SA-4
SR-1",SA-4,"GV.SC-04
GV.SC-06
GV.SC-07
GV.SC-08
GV.SC-10
ID.AM",,,,"164.308(b)(1)
164.312(d)",,"7024(l)
7052(a)
7123(c)(15)","6-1-1305(6)
6-1-1305(7)",,,,,,,,,"2447(b)(6)
2447(b)(6)(A)
2447(b)(6)(B)",,,,,,,
,,,Third-Party Services ,TPM-04,"Mechanisms exist to mitigate the risks associated with third-party access to the organization's Technology Assets, Applications, Services and/or Data (TAASD).",CC3.3,,,,,,SA-9,SA-9,"GV.SC-06
GV.SC-07",,,,164.308(b)(1),,7123(c)(15),,,,,,,,,,,,,,,,,
,,,Review of Third-Party Services,TPM-08,"Mechanisms exist to monitor, regularly review and assess External Service Providers (ESPs) for compliance with established contractual requirements for cybersecurity and data protection controls. ","CC1.4-POF2
CC1.4-POF3
CC3.4
CC3.4-POF5
CC9.1
CC9.2-POF12
CC9.2-POF13
CC9.2-POF6
CC9.2-POF7
CC9.2-POF8",,,,,,"SR-6
SR-6(1)",,"GV.SC-07
ID.IM-01
ID.IM-02",,,,,,"7051(c)
7053(b)
7123(c)(15)",,,,,,,,,,"2447(b)(6)
2447(b)(6)(A)
2447(b)(6)(B)",,8,,,,,
,,,Third-Party Deficiency Remediation ,TPM-09,Mechanisms exist to address weaknesses or deficiencies in supply chain elements identified during independent or organizational assessments of such elements. ,"CC4.2
CC9.1
CC9.2-POF8
P6.4-POF2
P6.5-POF1
P6.5-POF2
P6.6-POF1",,,,,,,,"GV.SC-06
GV.SC-07
GV.SC-08",,,,,,"7053(a)(5)
7123(c)(15)",,,,,,,,,,"2447(b)(6)
2447(b)(6)(A)
2447(b)(6)(B)",,,,,,,
,,,Managing Changes To Third-Party Services,TPM-10,"Mechanisms exist to control changes to services by suppliers, taking into account the criticality of business Technology Assets, Applications, Services and/or Data (TAASD) that are in scope by the third-party.","CC3.4
CC3.4-POF5
CC9.1
CC9.2-POF8",,,,,,SA-4,SA-4,GV.SC-08,,,,,,7123(c)(15),,,,,,,,,,,,,,,,,
10.1,Supply Chain Protections,"Govern the disclosure of personal data to ensure it is only provided to trusted third-parties that can store, process and/or transmit it in a secure manner.",Supply Chain Risk Management (SCRM),TPM-03,"Mechanisms exist to:
(1) Evaluate security risks and threats associated with Technology Assets, Applications and/or Services (TAAS) supply chains; and
(2) Take appropriate remediation actions to minimize the organization's exposure to those risks and threats, as necessary.","CC1.1-POF5
CC3.2-POF7
CC9.1
CC9.2-POF1
CC9.2-POF10
CC9.2-POF12
CC9.2-POF2
CC9.2-POF3
CC9.2-POF4
CC9.2-POF7
CC9.2-POF8
CC9.2-POF9",,,,,,"SA-9(3)
SR-2
SR-2(1)",,"GV.SC
GV.SC-06
GV.SC-07",,,,,,7123(c)(15),,,,,,,,,,"2447(b)(6)
2447(b)(6)(A)
2447(b)(6)(B)",,,,,,,
,,,Third-Party Services ,TPM-04,"Mechanisms exist to mitigate the risks associated with third-party access to the organization's Technology Assets, Applications, Services and/or Data (TAASD).",CC3.3,,,,,,SA-9,SA-9,"GV.SC-06
GV.SC-07",,,,164.308(b)(1),,7123(c)(15),,,,,,,,,,,,,,,,,
10.2,Secure Disclosure To Third-Parties,"Govern third-party use of personal data to ensure data privacy requirements are enforced when a third-party stores, processes or transmits personal data on behalf of the organization.",Information Sharing With Third Parties,PRI-07,Mechanisms exist to disclose Personal Data (PD) to third-parties only for the purposes identified in the data privacy notice and with the implicit or explicit consent of the data subject. ,"P6.1
P6.1-POF1",,"7.2.1
7.2.2
7.2.3",,6.10,CT.PO-P2,AC-21,,,,,,"164.506(c)(1)
164.506(c)(2)
164.506(c)(3)
164.506(c)(4)
164.508(a)(1)
164.508(a)(4)(i)",45.48.420 45.48.430,,"6-1-1305(7)
6-1-1305(8)(a)
6-1-1305(8)(b)
6-1-1307(2)
6-1-1307(3)",,,,,"6(1)(a)
6(1)(c)",,,,,,8,,"APP 7
APP 8",8(2),,"Sec 20
Sec 23"
10.3,Contractual Obligations for Third-Parties,"Require terms and conditions in contracts and other agreements to cover the collection, receiving, processing, storage, transmission, sharing, updating and/or disposal of personal data.",Data Privacy Requirements for Contractors & Service Providers ,PRI-07.1,Mechanisms exist to include data privacy requirements in contracts and other acquisition-related documents that establish data privacy roles and responsibilities for contractors and service providers. ,"P6.1-POF1
P6.4
P6.4-POF3",,"4.2.3
7.2.4",,6.10,ID.DE-P3,,,GV.SC-05,,,,"164.504(e)(2)(i)
164.504(e)(2)(ii)(A)
164.504(e)(2)(ii)(B)
164.504(e)(2)(ii)(C)
164.504(e)(4)(i)
164.504(e)(4)(i)(A)
164.504(e)(4)(i)(B)
164.504(e)(4)(i)(B)(ii)
164.504(e)(4)(i)(B)(ii)(A)",,"7012(g)(2)
7012(g)(2)
7022(c)
7022(c)(1)
7022(c)(2)
7022(c)(3)
7022(c)(4)
7022(d)
7023(c)
7024(i)
7050(a)
7050(a)(1)
7050(a)(2)
7050(a)(3)
7050(a)(4)
7050(b)
7050(c)
7050(d)
7050(e)
7050(f)
7050(g)
7050(h)
7050(h)(1)
7050(h)(2)
7051(a)
7051(a)(1)
7051(a)(2)
7051(a)(3)
7051(a)(4)
7051(a)(5)
7051(a)(6)
7051(a)(7)
7051(a)(8)
7051(a)(9)
7053(a)(1)
7053(a)(2)
7053(a)(3)
7053(a)(4)","6-1-1305(3)(b)
6-1-1305(5)
6-1-1305(5)(a)
6-1-1305(5)(b)
6-1-1305(5)(c)
6-1-1305(5)(d)
6-1-1305(5)(d)(I)
6-1-1305(5)(d)(I)(A)
6-1-1305(5)(d)(I)(B)
6-1-1305(6)
6-1-1305(7)
6-1-1307(2)
6-1-1307(3)",,,"45(a)
45(b)
45(c)
45(d)
50",,"6(1)
6(1)(a)
6(2)
7(1)(a)(C)","47-18-3205(a)
47-18-3205(a)(1)
47-18-3205(a)(2)
47-18-3205(b)
47-18-3205(b)(1)
47-18-3205(b)(2)
47-18-3205(b)(3)
47-18-3205(b)(4)
47-18-3205(b)(5)
47-18-3205(c)
47-18-3205(d)",,"59.1-578.B
59.1-579.A
59.1-579.A.1
59.1-579.A.2
59.1-579.A.3
59.1-579.B
59.1-579.B.3
59.1-579.B.4
59.1-579.B.5
59.1-581.A.3
59.1-581.E",,"28.1
28.10
28.2
28.3
28.3(a)
28.3(b)
28.3(c)
28.3(d)
28.3(e)
28.3(f)
28.3(g)
28.3(h)
28.4
28.5
28.6
28.7
28.8
28.9
29
46.3(a)",,,APP 7,"8(2)
8(7)(b)","Principle 5
P5-(a)
P5-(a)(i)
P5-(a)(ii)
P5-(a)(iii)
P5-(b)","Sec 20
Sec 23"
,,,Third-Party Contract Requirements,TPM-05,"Mechanisms exist to require contractual requirements for cybersecurity and data protection requirements with third-parties, reflecting the organization's needs to protect its Technology Assets, Applications, Services and/or Data (TAASD).","CC1.1-POF5
CC2.3-POF10
CC2.3-POF11
CC2.3-POF12
CC2.3-POF2
CC2.3-POF6
CC2.3-POF7
CC9.1
CC9.2-POF1
CC9.2-POF10
CC9.2-POF5
CC9.2-POF6
CC9.2-POF9
P6.4-POF3",,,6.1.3(h),,"ID.DE-P3
GV.PO-P4
GV.AT-P4",SR-3(3),,"GV.OC-02
GV.OC-03
GV.SC-02
GV.SC-05
GV.SC-06",,"II.3.a
II.3.b
II.7.d
III.10.a.i
III.10.a.ii.1
III.10.a.ii.2
III.10.a.ii.3
III.10.a.iii",,"164.308(b)(1)
164.308(b)(2)
164.308(b)(3)
164.314(a)(2)(iii)
164.314(b)(1)
164.314(b)(2)(i)
164.314(b)(2)(ii)
164.314(b)(2)(iii)
164.502(a)(4)(i)
164.502(a)(4)(ii)
164.502(e)(1)(i)
164.502(e)(2)
164.504(e)(2)(i)
164.504(e)(2)(i)(A)
164.504(e)(2)(i)(B)
164.504(e)(2)(ii)(J)
164.504(e)(4)(i)(B)(ii)(B)(1)
164.504(e)(4)(i)(B)(ii)(B)(2)
164.504(f)(1)(i)
164.504(f)(2)(i)
164.504(f)(2)(ii)
164.504(f)(2)(ii)(A)
164.504(f)(2)(ii)(B)
164.504(f)(2)(ii)(C)
164.504(f)(2)(ii)(D)
164.504(f)(2)(ii)(E)
164.504(f)(2)(ii)(F)
164.504(f)(2)(ii)(G)
164.504(f)(2)(ii)(H)
164.504(f)(2)(ii)(I)
164.504(f)(2)(ii)(J)
164.504(f)(2)(iii)(A)
164.504(f)(2)(iii)(B)
164.504(f)(2)(iii)(C)
164.504(f)(3)(i)
164.504(f)(3)(ii)
164.504(f)(3)(iii)
164.504(f)(3)(iv)",,"7012(g)(2)
7051(a)
7052(b)
7053(a)
7053(a)(6)
7123(c)(15)
7123(c)(3)(A)(ii)
7123(c)(3)(A)(iii)
7153(a)","6-1-1305(3)(b)
6-1-1305(5)
6-1-1305(5)(a)
6-1-1305(5)(b)
6-1-1305(5)(c)
6-1-1305(5)(d)
6-1-1305(5)(d)(I)
6-1-1305(5)(d)(I)(A)
6-1-1305(5)(d)(I)(B)
6-1-1305(6)",,,"45(a)
45(b)
45(c)
45(d)
50",,"6(2)(a)
6(2)(b)
6(2)(c)
6(2)(d)
6(2)(e)
6(2)(f)
6(2)(g)
6(2)(h)",,,59.1-579.B.5,"2447(b)(6)
2447(b)(6)(A)
2447(b)(6)(B)",,8,,,8(7)(b),,
,,,Contract Flow-Down Requirements,TPM-05.2,Mechanisms exist to ensure cybersecurity and data protection requirements are included in contracts that flow-down to applicable sub-contractors and suppliers.,"CC2.3-POF12
CC9.2-POF1
CC9.2-POF10
CC9.2-POF9
P6.4-POF3",,,6.1.3(h),,,SR-3(3),,"GV.OC-03
GV.SC-02
GV.SC-05
GV.SC-06
GV.SC-10",,"II.7.d
III.10.a.ii.1
III.10.a.ii.2
III.10.a.ii.3
III.10.a.iii",,"164.308(b)(1)
164.308(b)(2)
164.314(a)(2)(i)(B)
164.314(a)(2)(iii)
164.502(e)(1)(ii)
164.504(e)(2)(ii)(D)",,"7051(b)
7052(b)
7053(a)
7123(c)(15)",,,,,,,,,59.1-579.B.5,,,,,,8(7)(b),,
10.4,Third-Party Compliance,"Validate that data privacy controls for Technology Assets, Applications and/or Services (TAAS) used or operated by third-parties are effectively-implemented and align with industry-recognized secure practices, as well as comply with applicable statutory, regulatory and contractual obligations.
","Testing, Training & Monitoring",PRI-08,"Mechanisms exist to conduct cybersecurity and data privacy testing, training and monitoring activities
","P8.0
P8.1-POF6",,"1.2.6
10.2.3
10.2.4
10.2.5",,,,PM-14,PM-14,,,,,,,,,,,,,,,,,,,,,,,,
,,,Third-Party Services ,TPM-04,"Mechanisms exist to mitigate the risks associated with third-party access to the organization's Technology Assets, Applications, Services and/or Data (TAASD).",CC3.3,,,,,,SA-9,SA-9,"GV.SC-06
GV.SC-07",,,,164.308(b)(1),,7123(c)(15),,,,,,,,,,,,,,,,,
,,,"Responsible, Accountable, Supportive, Consulted & Informed (RASCI) Matrix",TPM-05.4,"Mechanisms exist to document and maintain a Responsible, Accountable, Supportive, Consulted & Informed (RASCI) matrix, or similar documentation, to delineate assignment for cybersecurity and data protection controls between internal stakeholders and External Service Providers (ESPs). ","CC1.1-POF5
CC1.3-POF3
CC1.3-POF4
CC1.3-POF5
CC2.2-POF5
CC2.2-POF9
CC2.3-POF11
CC2.3-POF6
CC2.3-POF9
CC9.2-POF12
CC9.2-POF4",,,,,,SA-9(3),,"GV.OC
GV.OC-02
GV.RM-05
GV.RR
GV.RR-02
GV.SC-02
GV.SC-06
ID.AM",,,,164.308(b)(1),,"7052(a)
7123(c)(15)
7123(c)(3)(A)(ii)",,,,,,,,,,,,,,,,,
,,,Third-Party Scope Review,TPM-05.5,"Mechanisms exist to perform recurring validation of the Responsible, Accountable, Supportive, Consulted & Informed (RASCI) matrix, or similar documentation, to ensure cybersecurity and data protection control assignments accurately reflect current business practices, compliance obligations, technologies and stakeholders. ","CC2.2-POF9
CC3.4-POF5
CC9.2-POF12
CC9.2-POF7",,,,,,,,GV.SC-06,,,,,,7123(c)(15),,,,,,,,,,,,,,,,,
,,,Review of Third-Party Services,TPM-08,"Mechanisms exist to monitor, regularly review and assess External Service Providers (ESPs) for compliance with established contractual requirements for cybersecurity and data protection controls. ","CC1.4-POF2
CC1.4-POF3
CC3.4
CC3.4-POF5
CC9.1
CC9.2-POF12
CC9.2-POF13
CC9.2-POF6
CC9.2-POF7
CC9.2-POF8",,,,,,"SR-6
SR-6(1)",,"GV.SC-07
ID.IM-01
ID.IM-02",,,,,,"7051(c)
7053(b)
7123(c)(15)",,,,,,,,,,"2447(b)(6)
2447(b)(6)(A)
2447(b)(6)(B)",,8,,,,,
,,,Third-Party Deficiency Remediation ,TPM-09,Mechanisms exist to address weaknesses or deficiencies in supply chain elements identified during independent or organizational assessments of such elements. ,"CC4.2
CC9.1
CC9.2-POF8
P6.4-POF2
P6.5-POF1
P6.5-POF2
P6.6-POF1",,,,,,,,"GV.SC-06
GV.SC-07
GV.SC-08",,,,,,"7053(a)(5)
7123(c)(15)",,,,,,,,,,"2447(b)(6)
2447(b)(6)(A)
2447(b)(6)(B)",,,,,,,
,,,Managing Changes To Third-Party Services,TPM-10,"Mechanisms exist to control changes to services by suppliers, taking into account the criticality of business Technology Assets, Applications, Services and/or Data (TAASD) that are in scope by the third-party.","CC3.4
CC3.4-POF5
CC9.1
CC9.2-POF8",,,,,,SA-4,SA-4,GV.SC-08,,,,,,7123(c)(15),,,,,,,,,,,,,,,,,
11,Business Environment,"The organization's mission, objectives, stakeholders and activities are understood and prioritized to provide resourcing and guidance for data privacy roles, responsibilities and risk management decisions.",Cybersecurity & Data Protection Resource Management,PRM-02,"Mechanisms exist to address all capital planning and investment requests, including the resources needed to implement the cybersecurity and data protection programs and document all exceptions to this requirement. ",CC1.4,,,7.1,,,PM-3,,GV.RR-03,,,,,,,,,,,,,,,,,,,,,,,
,,,Third-Party Management ,TPM-01,Mechanisms exist to facilitate the implementation of third-party management controls.,"CC1.1-POF5
CC1.4-POF2
CC1.4-POF3
CC2.3-POF10
CC2.3-POF12
CC2.3-POF9
CC3.3
CC3.4-POF5
CC9.1
CC9.2
CC9.2-POF1
CC9.2-POF10
CC9.2-POF11
CC9.2-POF12
CC9.2-POF2
CC9.2-POF3
CC9.2-POF4
CC9.2-POF5
CC9.2-POF6
CC9.2-POF7
CC9.2-POF8
CC9.2-POF9",,,6.1.3(h),,GV.PO-P4,"SA-4
SR-1",SA-4,"GV.SC-04
GV.SC-06
GV.SC-07
GV.SC-08
GV.SC-10
ID.AM",,,,"164.308(b)(1)
164.312(d)",,"7024(l)
7052(a)
7123(c)(15)","6-1-1305(6)
6-1-1305(7)",,,,,,,,,"2447(b)(6)
2447(b)(6)(A)
2447(b)(6)(B)",,,,,,,
11.1,Data Privacy Protections Context,"Identify and document the organization's role as a controller and/or processor of sensitive/regulated data, including instances involving more than one party.",Defining Business Context & Mission,GOV-08,Mechanisms exist to define the context of its business model and document the organization's mission.,"CC1.2-POF1
CC2.2-POF10
CC3.1-POF1
CC3.1-POF15
CC3.1-POF3
CC5.1-POF2",,,"4.1
6.1.1",,"ID.IM-P5
ID.BE-P1
ID.BE-P2
GV.RM-P3",,,"GV.OC
GV.OC-01
GV.OC-04
GV.OV-01
GV.SC-03",,,,164.306(b)(2)(i),,,,,,,,,,,,,,,,,,,
,,,Joint Processing of Personal Data (PD),PRI-07.2,Mechanisms exist to clearly define and communicate the organization's role in processing Personal Data (PD) in the data processing ecosystem. ,,,,,,ID.BE-P1,,,,,,,,,,6-1-1305(7),,,,,6(1)(a),47-18-3205(d),,,,,,,,,,
11.2,"Policies, Standards & Procedures","Ensure appropriate policies, standards and procedures exist to operationalize the data privacy program.",Publishing Cybersecurity & Data Protection Documentation ,GOV-02,"Mechanisms exist to establish, maintain and disseminate cybersecurity and data protection policies, standards and procedures.","CC1.2-POF1
CC1.4-POF1
CC2.2-POF1
CC2.2-POF7
CC5.3
CC5.3-POF1
CC7.2-POF1
P1.1-POF5",,8.2.1,"5.1
5.2
5.2(a)
5.2(b)
5.2(c)
5.2(d)
6.1.3(c)
7.5.1(b)
7.5.2
7.5.3",,"GV.PO-P1
GV.PO-P6
GV.MT-P3
GV.MT-P4
GV.MT-P5
GV.MT-P6
GV.MT-P7
CT.PO-P1
CT.PO-P2
CT.PO-P3
CM.PO-P1
PR.PO-P4","AC-1
AT-1
AU-1
CA-1
CM-1
CP-1
IA-1
IR-1
MA-1
MP-1
PE-1
PL-1
PM-1
PS-1
PT-1
RA-1
SA-1
SC-1
SI-1
SR-1",,"GV.PO
GV.PO-01
GV.SC-01
GV.SC-03
ID.RA",,,,"164.308(a)(1)(i)
164.308(a)(3)(i)
164.308(a)(4)(i)
164.308(a)(4)(ii)(A)
164.308(a)(6)(i)
164.308(a)(7)(i)
164.310(a)(1)
164.310(a)(2)(ii)
164.310(a)(2)(iv)
164.310(b)
164.310(d)(1)
164.310(d)(2)(i)
164.312(a)(1)
164.312(c)(1)
164.316(a)
164.316(b)(1)(i)",45.48.530,7123(b)(1),,,,,,,,,,2447(b)(3),24.2,,,APP 1,,,
,,,Dissemination of Data Privacy Program Information ,PRI-01.3,"Mechanisms exist to: 
(1) Ensure that the public has access to information about organizational data privacy activities and can communicate with its Chief Privacy Officer (CPO) or similar role;
(2) Ensure that organizational data privacy practices are publicly available through organizational websites or document repositories; 
(3) Utilize publicly facing email addresses and/or phone lines to enable the public to provide feedback and/or direct questions to data privacy office(s) regarding data privacy practices; and
(4) Inform data subjects when changes are made to the privacy notice and the nature of such changes.","P1.1
P1.1-POF6",,"2.1.1
2.2.1
2.2.2
2.2.3
3.1.0
3.1.1
3.1.2
4.1.0
4.1.1
4.2.4
5.1.0
5.1.1
6.1.0
7.1.0
7.1.1
8.1.0
8.1.1
9.1.0
9.1.1
10.1.0
10.1.1","6.2(e)
7.4
7.5.3(a)",6.8,"GV.PO-P1
CM.PO-P1
CM.AW-P1",PM-20,PM-20,,6,,8,,,,,,,,,7(1)(a)(B),,,59.1-581.A.2,,,,,APP 1,,,
11.3,Periodic Review,"At planned intervals or after significant changes, review policies, standards and procedures to ensure the continuing suitability, adequacy and effectiveness to meet the organization's applicable statutory, regulatory and contractual needs.",Periodic Review & Update of Cybersecurity & Data Protection Program,GOV-03,"Mechanisms exist to review the cybersecurity and data protection program, including policies, standards and procedures, at planned intervals or if significant changes occur to ensure their continuing suitability, adequacy and effectiveness. ","CC2.2-POF7
CC5.3
CC5.3-POF6",,8.2.1,,,GV.MT-P2,"AC-1
AT-1
AU-1
CA-1
CM-1
CP-1
IA-1
IR-1
MA-1
MP-1
PE-1
PL-1
PM-1
PS-1
PT-1
RA-1
SA-1
SC-1
SI-1
SR-1",,"GV.OV
GV.OV-01
GV.OV-02
GV.PO-02",,,,"164.316(b)(1)(ii)
164.316(b)(2)(iii)",45.48.530,,,,,,,,,,,"2447(b)(8)(B)
2447(b)(9)
2447(b)(9)(A)
2447(b)(9)(B)",,,,,,,
,,,Cybersecurity & Data Protection Assessments ,CPL-03,"Mechanisms exist to regularly review processes and documented procedures to ensure conformity with the organization's cybersecurity and data protection policies, standards and other applicable requirements.","CC1.1-POF3
CC4.1",,10.2.4,,,ID.DE-P5,CA-2,CA-2,"ID.IM-01
ID.IM-02",,,,"164.306(d)(3)(i)
164.316(b)(1)(ii)",,"7120(a)
7122(b)",,,,,,,,,,,,,,,,,
11.4,Oversight,"Provide oversight of data privacy controls throughout the lifecycle of Technology Assets, Applications and/or Services (TAAS) to ensure that in a timely manner, senior leaders with the organization are made aware of data privacy-related risks that are not appropriately remediated.",Cybersecurity & Data Protection Controls Oversight ,CPL-02,Mechanisms exist to provide a cybersecurity and data protection controls oversight function that reports to the organization's executive leadership.,"CC1.1
CC1.1-POF3
CC2.2
CC2.3
CC4.2-POF1
CC4.2-POF2
CC4.2-POF3",,8.2.7,"9.2.2
9.2.2(a)
9.2.2(b)
9.2.2(c)",6.12,"GV.MT-P4
PR.PO-P5","CA-7
CA-7(1)
PM-14",CA-7,GV.OC-03,,,,"164.306(d)(3)(i)
164.316(b)(2)(iii)",45.48.520,"7122(a)(3)
7122(f)",,,,,,,,,,"2447(b)(2)(C)
2447(b)(8)
2447(b)(8)(A)",32.1(d),,APP Part 11,,,,Principle 7
,,,Data Management Board,PRI-13,Mechanisms exist to establish a written charter for a Data Management Board (DMB) and assigned organization-defined roles to the DMB.,,,,,,CT.DM-P8,"PM-23
PM-24",PM-24,,,,,,,,,,,,,,,,,,,,,,,,
11.5,Metrics & Trends,Provide performance metrics and trend analysis to enable management visibility and coordinate data privacy efforts across the organization.,Status Reporting To Governing Body,GOV-01.2,Mechanisms exist to provide governance oversight reporting and recommendations to those entrusted to make executive decisions about matters considered material to the organization's cybersecurity and data protection program.,"CC2.2-POF2
CC2.3-POF3
CC2.3-POF5
CC3.1-POF10
CC3.1-POF11
CC4.2
CC4.2-POF1
CC4.2-POF2",,,"5.1
5.3(b)
9.3.1",,,,,"GV.OV
GV.OV-01
GV.OV-03
GV.SC
GV.SC-09
ID",,,,,,,,,,,,,,,,,,,,,10(2)(c)(ii),,
,,,Measures of Performance ,GOV-05,"Mechanisms exist to develop, report and monitor cybersecurity and data protection program measures of performance.","CC1.1-POF3
CC1.2
CC1.5
CC1.5-POF2
CC1.5-POF5
CC2.1-POF4
CC2.2
CC4.1
CC4.1-POF2
CC4.2-POF1
CC5.3-POF6",,,9.1,,"GV.MT-P4
PR.PO-P5
PR.PO-P6",PM-6,,"GV
GV.OV
GV.OV-01
GV.OV-03
GV.SC
GV.SC-09
ID.IM-03",,,,,,,,,,,,,,,,,,,,,,,
,,,Status Reporting To Governing Body,GOV-01.2,Mechanisms exist to provide governance oversight reporting and recommendations to those entrusted to make executive decisions about matters considered material to the organization's cybersecurity and data protection program.,"CC2.2-POF2
CC2.3-POF3
CC2.3-POF5
CC3.1-POF10
CC3.1-POF11
CC4.2
CC4.2-POF1
CC4.2-POF2",,,"5.1
5.3(b)
9.3.1",,,,,"GV.OV
GV.OV-01
GV.OV-03
GV.SC
GV.SC-09
ID",,,,,,,,,,,,,,,,,,,,,10(2)(c)(ii),,
